applied,helpful,event_id,cv_id,job_id,match_score,skills_score,location_score,salary_score,experience_score,user_skills_count,user_technical_skills_count,user_soft_skills_count,user_salary_expectation_avg,user_years_experience,employment_status_encoded,education_level_encoded,user_available_immediately,job_salary_avg,job_salary_range,job_required_skills_count,job_preferred_skills_count,job_total_skills_count,is_corporate_job,is_small_job,job_type_encoded,skills_matched_count,skills_match_ratio,skills_missing_count,salary_ratio,salary_exceeds_expectation,salary_gap,same_city,same_province,location_match_level,experience_gap,meets_experience_requirement,interaction_type_encoded,day_of_week,hour_of_day,is_weekend,is_business_hours,skills_salary_interaction,location_salary_interaction,match_score_squared,skills_experience_interaction
0,0,76824814-78fe-47c3-8dde-8a221a9a904f,1838,JOB000208,0.46,0.0,0.3,0.95,0.7,6,3,3,1600.0,7.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,23,0,0,0.0,0.285,0.2116,0.0
1,1,e50aec4b-d4ad-4063-bb43-b902155a336d,2207,JOB000467,0.49,0.0,0.3,0.95,1.0,3,2,1,650.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,3,1,22,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,59401860-a2b9-4717-82ab-b57868689b87,1464,JOB-P003,0.41,0.5,0.5,0.1,0.8,6,3,3,12000.0,13.0,1.0,2.0,0.0,350.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.029166666666666667,0,-11650.0,0,0,0,-13.0,1,1,1,22,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,3a876393-a52e-419c-89c4-a85cb593b30e,1414,JOB-P247,0.41,0.5,0.5,0.1,0.8,7,4,3,6250.0,3.0,1.0,2.0,0.0,300.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.048,0,-5950.0,0,0,0,-3.0,1,2,1,22,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,88550832-f085-444c-94da-d1e5aa79740a,2394,JOB-P165,0.47,0.5,0.5,0.3,0.8,4,2,2,525.0,2.0,2.0,1.0,1.0,280.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.5333333333333333,0,-245.0,0,0,0,-2.0,1,1,1,22,0,0,0.15,0.15,0.22089999999999999,0.4
0,0,8d0b0a09-ba96-45d9-9d7f-a40b0de46c30,827,JOB-P033,0.41,0.5,0.5,0.1,0.8,6,3,3,13500.0,6.0,1.0,1.0,0.0,180.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.013333333333333334,0,-13320.0,0,0,0,-6.0,1,1,1,22,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,40b6d668-b254-455c-95d2-4745936661d6,263,JOB000413,0.735,0.0,1.0,0.95,1.0,6,3,3,16500.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,2,1,22,0,0,0.0,0.95,0.540225,0.0
1,1,75aad3f2-f0bc-451f-aa25-fa6ba6cd7121,1799,JOB000126,0.46,0.0,0.3,0.95,0.7,6,3,3,8500.0,8.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,3,1,22,0,0,0.0,0.285,0.2116,0.0
0,0,66457d0c-1f97-4514-883d-ba096ceafead,2485,JOB000366,0.49,0.0,0.3,0.95,1.0,4,2,2,600.0,4.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,2,1,22,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,e6b17455-717e-434c-b0ab-f2c0e4734290,1748,JOB000039,0.46,0.0,0.3,0.95,0.7,6,3,3,7500.0,9.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,1,1,22,0,0,0.0,0.285,0.2116,0.0
0,1,1c7e6d15-8836-4055-a1a9-0c2c3e8baade,692,JOB000346,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,22,0,0,0.0,0.285,0.2116,0.0
0,1,c021228f-82f1-44dc-85ee-0c6e7455a020,985,JOB000306,0.75,0.0,1.0,1.0,1.0,6,3,3,13500.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,21,0,0,0.0,1.0,0.5625,0.0
0,1,7264070a-23f3-455e-92e1-7c181ba2b62e,1283,JOB-P052,0.41,0.5,0.5,0.1,0.8,7,4,3,12500.0,6.0,1.0,1.0,0.0,400.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.032,0,-12100.0,0,0,0,-6.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,33d04c25-166c-45db-9811-d966229ef2d8,1747,JOB000441,0.49,0.0,0.3,0.95,1.0,6,3,3,5250.0,5.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,9cc78f84-f063-409b-bb8c-0733c2ead987,2446,JOB000060,0.46,0.0,0.3,0.95,0.7,3,2,1,800.0,6.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,fc476250-4808-4c63-b5ba-d6e1818a4c1a,2259,JOB000443,0.49,0.0,0.3,0.95,1.0,3,2,1,675.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,1acdb89a-c38b-4651-b256-61e03af7cef7,1110,JOB000077,0.49,0.0,0.3,0.95,1.0,7,4,3,6250.0,3.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,fd7a1c81-169a-499a-90c6-6e579c316cc0,1446,JOB000288,0.265,0.0,0.3,0.3,0.7,7,4,3,7500.0,8.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,1,1,21,0,0,0.0,0.09,0.07022500000000001,0.0
0,1,bb19404f-82e4-49e9-88b4-045b3d8ca0e1,67,JOB000392,0.475,0.0,0.3,1.0,0.7,6,3,3,12000.0,8.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,2,1,21,0,0,0.0,0.3,0.225625,0.0
0,0,ed26c004-2410-4e87-8ca1-73a6e8fd607a,1027,JOB000116,0.46,0.0,0.3,0.95,0.7,6,3,3,10250.0,7.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,9e8385f9-5a39-479a-af02-6a3a51679dda,2136,JOB000482,0.49,0.0,0.3,0.95,1.0,3,2,1,550.0,3.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,0f59f02c-4c81-491d-91d4-1fcb7f2bfe13,632,JOB000352,0.46,0.0,0.3,0.95,0.7,6,3,3,13000.0,12.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-12.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,1,7ce83168-d355-418d-b343-d0dcce9c30d5,195,JOB000277,0.205,0.0,0.3,0.1,0.7,6,3,3,21000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.03,0.04202499999999999,0.0
0,1,a1182077-5fa8-4890-a74f-e38175c15214,995,JOB000225,0.265,0.0,0.3,0.3,0.7,6,3,3,9750.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.09,0.07022500000000001,0.0
1,1,c1ad2d93-046c-48a7-8e33-137f672cfa94,1753,JOB000148,0.265,0.0,0.3,0.3,0.7,6,3,3,9000.0,8.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,3,1,21,0,0,0.0,0.09,0.07022500000000001,0.0
0,1,a0d2251a-f9c6-4172-abf5-bb0150a05f0b,30,JOB-P278,0.41,0.5,0.5,0.1,0.8,7,4,3,20000.0,9.0,1.0,1.0,0.0,180.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.009,0,-19820.0,0,0,0,-9.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,9fe04870-af88-431a-8560-d0e5edf6379c,1579,JOB000452,0.46,0.0,0.3,0.95,0.7,6,3,3,13000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,2836a031-d58f-4d4a-b534-8a2bf5d25924,300,JOB000414,0.49,0.0,0.3,0.95,1.0,6,3,3,15500.0,3.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,4d4737b4-d939-4e58-9a5c-56c30149e314,1022,JOB-P166,0.41,0.5,0.5,0.1,0.8,7,4,3,16500.0,3.0,1.0,1.0,0.0,600.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.03636363636363636,0,-15900.0,0,0,0,-3.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,7dc86ac3-ac08-46f3-8ba2-cf1f75af6da6,544,JOB000357,0.505,0.0,0.3,1.0,1.0,7,4,3,9000.0,5.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,21,0,0,0.0,0.3,0.255025,0.0
0,0,d3347e5b-2060-4d10-add4-8b971d597444,825,JOB000218,0.505,0.0,0.3,1.0,1.0,6,3,3,7500.0,2.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,1,1,21,0,0,0.0,0.3,0.255025,0.0
0,0,7b8423ed-9ab5-4991-8ee6-f2a59b2b4df2,2135,JOB-P336,0.41,0.5,0.5,0.1,0.8,4,2,2,950.0,6.0,1.0,1.0,1.0,400.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.42105263157894735,0,-550.0,0,0,0,-6.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,67a10c91-9fea-4166-8a15-f70cd29e22c1,1922,JOB-P359,0.41,0.5,0.5,0.1,0.8,3,1,2,550.0,0.0,0.0,1.0,1.0,4.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.007272727272727273,0,-546.0,0,0,0,0.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,297ac365-1a46-4969-8404-b70bada50cdb,784,JOB-P332,0.41,0.5,0.5,0.1,0.8,6,3,3,13500.0,6.0,1.0,1.0,0.0,650.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.04814814814814815,0,-12850.0,0,0,0,-6.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,145d5a22-131c-444a-9d1b-231a262f840b,1843,JOB-P100,0.41,0.5,0.5,0.1,0.8,6,3,3,1600.0,3.0,2.0,1.0,1.0,200.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.125,0,-1400.0,0,1,1,-3.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,14a754c0-eda2-443c-86af-4efeb07a5b81,827,JOB000434,0.46,0.0,0.3,0.95,0.7,6,3,3,13500.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,97f214d5-bb11-4990-b3e4-0eb646141a51,436,JOB-P238,0.41,0.5,0.5,0.1,0.8,6,3,3,14500.0,7.0,1.0,1.0,0.0,400.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.027586206896551724,0,-14100.0,0,0,0,-7.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,0e94b7ea-4799-408a-b08a-0ab9b66e5aea,1438,JOB000373,0.49,0.0,0.3,0.95,1.0,7,4,3,8500.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,801e4c25-bd24-4a6d-9cea-91619060fcf2,1892,JOB000196,0.49,0.0,0.3,0.95,1.0,3,1,2,550.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,003a5858-3443-4706-a7ae-5cc529be9be6,116,JOB000485,0.49,0.0,0.3,0.95,1.0,6,3,3,6500.0,3.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-3.0,1,1,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,c77137ec-5e0a-4778-877e-f7b3e4604d86,1772,JOB000133,0.46,0.0,0.3,0.95,0.7,6,3,3,8000.0,11.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,1,b6f6c7ba-05a7-4aa9-acbd-22fadac4fd04,1487,JOB-P007,0.41,0.5,0.5,0.1,0.8,6,3,3,9250.0,5.0,2.0,2.0,1.0,600.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.06486486486486487,0,-8650.0,0,0,0,-5.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,4c99bbb3-9419-4898-986d-7eda412ad0ab,1653,JOB000019,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,8.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,1,1,21,0,0,0.0,0.285,0.2116,0.0
0,0,10b40830-c0d0-4351-ba82-4bf77779cbd0,436,JOB-P082,0.41,0.5,0.5,0.1,0.8,6,3,3,14500.0,7.0,1.0,1.0,0.0,900.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.06206896551724138,0,-13600.0,0,0,0,-7.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,93210d80-a4e0-4307-b517-05e8577e0546,535,JOB000034,0.505,0.0,0.3,1.0,1.0,6,3,3,13400.0,4.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,21,0,0,0.0,0.3,0.255025,0.0
1,1,348b3682-9fd5-4f88-922f-d09892ba8eeb,227,JOB000186,0.49,0.0,0.3,0.95,1.0,6,3,3,11000.0,1.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-1.0,1,3,1,21,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,b3d3d7a1-dfcf-4f46-9a6c-f7139057203a,1247,JOB-P010,0.41,0.5,0.5,0.1,0.8,6,3,3,17500.0,6.0,1.0,2.0,0.0,700.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.04,0,-16800.0,0,0,0,-6.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,58ed4086-06a7-453c-85db-de5a8b126297,750,JOB000175,0.505,0.0,0.3,1.0,1.0,6,3,3,12000.0,2.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,2,1,21,0,0,0.0,0.3,0.255025,0.0
0,1,d0ee124c-3f23-4a8d-8613-e5b09296f922,466,JOB000065,0.265,0.0,0.3,0.3,0.7,6,3,3,11000.0,11.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-11.0,1,1,1,21,0,0,0.0,0.09,0.07022500000000001,0.0
0,0,043c9ece-5eb6-421a-90b8-826f5a42d003,347,JOB-P262,0.41,0.5,0.5,0.1,0.8,7,4,3,16500.0,7.0,1.0,1.0,0.0,280.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.01696969696969697,0,-16220.0,0,0,0,-7.0,1,1,1,21,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,916c774e-dcc7-4b60-98c3-f7d66c700aaf,1120,JOB000035,0.49,0.0,0.3,0.95,1.0,6,3,3,8000.0,4.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,19ea7c14-7d4a-4cd2-b50c-be15dc2cea8b,1931,JOB-P319,0.41,0.5,0.5,0.1,0.8,4,2,2,1000.0,3.0,2.0,1.0,1.0,25.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.025,0,-975.0,0,0,0,-3.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,cecf05dd-d891-4405-842e-11d0f612a603,307,JOB000111,0.475,0.0,0.3,1.0,0.7,6,3,3,18000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.3,0.225625,0.0
0,1,9bf179ac-7ac8-4a40-9844-b2df8dc693eb,799,JOB-P147,0.41,0.5,0.5,0.1,0.8,6,3,3,14500.0,7.0,1.0,1.0,0.0,320.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.022068965517241378,0,-14180.0,0,0,0,-7.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,45a0f1b0-67c0-4bd7-80a5-18d72551093b,618,JOB000384,0.75,0.0,1.0,1.0,1.0,6,3,3,10250.0,5.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,2,1,20,0,0,0.0,1.0,0.5625,0.0
1,1,63817b81-9591-41b7-992e-abc34ba6419b,2243,JOB000423,0.49,0.0,0.3,0.95,1.0,3,2,1,600.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,3,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,5eda8c7d-02f8-4370-817e-752336bc402d,916,JOB000246,0.205,0.0,0.3,0.1,0.7,7,4,3,27000.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,1,1,20,0,0,0.0,0.03,0.04202499999999999,0.0
0,0,ae755ba7-8cf9-44e0-be2d-b1237490f27d,2290,JOB-P369,0.41,0.5,0.5,0.1,0.8,3,2,1,675.0,0.0,0.0,1.0,1.0,25.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.037037037037037035,0,-650.0,0,0,0,0.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,1,3e511afd-6641-47d5-be58-d740f529bfa2,1113,JOB000020,0.61,0.0,0.6,1.0,1.0,6,3,3,11250.0,5.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-5.0,1,1,1,20,0,0,0.0,0.6,0.3721,0.0
0,0,e2d4ade3-5461-49e6-a5f4-273f9940d46b,1731,JOB000170,0.355,0.0,0.3,0.6,0.7,6,3,3,13000.0,6.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.18,0.126025,0.0
0,0,127168a5-c87a-40d0-a325-463a1258032f,2023,JOB000287,0.49,0.0,0.3,0.95,1.0,4,2,2,1600.0,4.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-4.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,bea4266b-3c79-4aff-a42b-180ba0099cc5,1320,JOB000407,0.46,0.0,0.3,0.95,0.7,6,3,3,16500.0,9.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-9.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,0,fd791c3e-30e0-4bf1-be0d-05c4ed91cc0e,2205,JOB000165,0.49,0.0,0.3,0.95,1.0,4,2,2,550.0,2.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,0,834222c7-012b-4f2c-ac4d-0bb5dd459a7e,706,JOB000466,0.46,0.0,0.3,0.95,0.7,6,3,3,9750.0,8.0,2.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-8.0,1,2,1,20,0,0,0.0,0.285,0.2116,0.0
0,0,332daec7-56f8-495b-af74-0b38ec7c16f4,1540,JOB000371,0.46,0.0,0.3,0.95,0.7,6,3,3,21000.0,10.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-10.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,1,74dac857-2e76-491d-8efd-fc38720b940e,1926,JOB-P129,0.47,0.5,0.5,0.3,0.8,4,2,2,800.0,1.0,1.0,1.0,1.0,400.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.5,0,-400.0,0,0,0,-1.0,1,2,1,20,0,0,0.15,0.15,0.22089999999999999,0.4
0,0,d435f5a1-1028-488e-9ed2-f84ee3c5ec35,2486,JOB000493,0.49,0.0,0.3,0.95,1.0,4,2,2,650.0,2.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-2.0,1,2,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
0,1,83cbdfdb-7575-4149-add8-b19b42fb4132,33,JOB000041,0.475,0.0,0.3,1.0,0.7,7,4,3,14500.0,7.0,1.0,1.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-7.0,1,2,1,20,0,0,0.0,0.3,0.225625,0.0
0,0,640777de-aab2-4d2e-ae18-c5dabab052b8,1573,JOB000134,0.51,0.0,1.0,0.3,0.7,6,3,3,11000.0,6.0,1.0,2.0,0.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.3,0.2601,0.0
0,0,df2a990c-0a6f-411f-8893-d9271ff6a499,1883,JOB000039,0.46,0.0,0.3,0.95,0.7,4,2,2,1100.0,6.0,1.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,-6.0,1,1,1,20,0,0,0.0,0.285,0.2116,0.0
0,0,dfa3c5bf-080a-45ce-908f-ad315320cf98,1631,JOB-P031,0.41,0.5,0.5,0.1,0.8,6,3,3,8750.0,11.0,2.0,1.0,1.0,200.0,0.0,0,0,0,0,1,1.0,0,0.0,0,0.022857142857142857,0,-8550.0,0,0,0,-11.0,1,1,1,20,0,0,0.05,0.05,0.16809999999999997,0.4
0,0,26f390d2-096f-47c4-829a-140ca6cb6e2b,2298,JOB000315,0.49,0.0,0.3,0.95,1.0,3,2,1,675.0,0.0,0.0,1.0,1.0,,,0,0,0,0,0,1.0,0,0.0,0,,0,,0,0,0,0.0,1,1,1,20,0,0,0.0,0.285,0.24009999999999998,0.0
